nitrogen,pm25
5,6.4
14.6,8.1
7.9,6.6
9.7,5.7
18.8,10.6
4.6,6.1
2.5,10.8
7.8,7.8
12.6,5.8
6.6,9.6
1.8,7.1
6.5,8
4.3,4.7
6.6,4.4
11.2,6.1
6.1,7.6
10.3,7.8
5.6,6.5
7.5,6
5.5,7.7
8.2,6.7
12.9,4.7
10.4,5.8
14.6,6.5
8.6,6.1
8,5.9
7.5,7.6
5,5.3
6.3,6.6
3.9,6.7
5.5,6.5
1.4,5.3
6.9,6
14.8,8.7
10.2,7.4
4.4,7.8
3.5,11.4
5.9,6.4
6.3,6.6
3.8,22.2
7.4,10.1
9.7,17.5
16.6,11
19.2,7.9
13.6,5.8
3.8,22.6
3.4,11.8
6.9,8.8
6.7,3.6
12.9,4.9
7.1,3.5
8.4,3.8
16.4,9.8
4.9,3.2
11.3,4.9
8.3,2.3
14.1,5
17.7,5.4
20.8,4.5
7.9,2.5
10.3,3.7
13.8,6.6
16.4,8
18,5.9
16,5.3
16.9,5.5
9.5,4.3
15.2,5.1
8.8,4.3
16.3,5.7
15.2,5.5
13.1,3.6
14.7,3.6
11.5,5.4
5.1,13.9
10.7,5.5
13,7
10.3,5.2
20,7.3
10.4,5.7
6.4,3.4
12.4,4.4
8.7,4.8
8.4,4.8
8.5,4
9.2,3.6
9.2,4.1
8.5,3.3
13,4.3
8.5,3.5
3.2,6
6,5.1
8.4,3.6
9.3,5.4
8,4.6
12.5,5.4
6.9,5.4
7.7,4.2
8.9,5.1
8.6,5.4
8.6,4.8
9.3,4.8
10,5.1
7.8,7.1
7.8,5.7
10.6,5.8
9.1,5
4.8,8.1
13.4,8.1
11.8,7.3
8.9,7.1
4.9,7.3
8,5.4
5,8.9
12,6.6
7.8,4.8
3.8,8.6
8.5,8.2
5.2,7.6
7.9,5.9
7.2,4.8
5.8,4.8
7.5,4.6
9.9,4.5
6.7,4.9
7.7,5.5
15.7,8.2
5.9,5.8
7.9,4.6
8.7,4.3
11.3,5.3
6.8,4.4
4.1,4.9
5.6,5.8
9.7,6.4
14,8.1
8.7,7.7
4.5,4.6
3.8,3.9
2.6,4.6
5.4,8.6
17,9.4
30.6,16.8
9.5,6.4
7.2,7
19,10.5
25.9,11.1
26.3,12.3
4.3,7.4
7.3,7.5
5.2,7.2
6.3,9.8
8,8.5
6.8,8.3
4.8,6.4
5.5,8.8
6.3,7.4
13.3,9.7
10.9,8.2
7.2,7.7
12,14.1
5.2,6.5
10.9,6.6
14.1,8.8
17.9,10.5
15.1,9
11.5,7.1
7.3,11.3
3.9,10.1
3.8,9.2
