pm25,humidity
5,14
4.1,23.1
5.2,14.8
7.2,12.7
4.6,12.1
6.2,20.5
5.8,25.9
4.8,30
5.8,24.2
4,23.1
6,16.9
5.1,10.4
5.3,12.1
18.4,20.4
5.1,18.2
5.9,13.4
4.2,11.9
4.6,12.7
9,28.8
7,27.2
7.4,20.8
6,20.7
8.5,9.2
9,13
7.4,13.2
5.8,17.7
8.2,30.2
13.4,36.7
13.3,38.4
5.7,34.3
10.5,22.2
11.1,17.8
6.1,8.6
8.2,16
4.6,10.3
7.7,9.4
9.5,12.1
6.4,11.5
5.7,16.4
6.3,45.2
5.9,30.8
7.2,24.8
9.4,24.6
13.7,22.2
6.9,20.9
6.1,20
8.7,25.4
4.7,16.3
6.4,12
10.5,14.8
7.6,16.7
7.9,15.6
9.5,27.3
8.9,27.5
6.9,30.6
5.8,27.5
5.7,26.4
7.3,12.6
8.1,13.1
6.4,11.1
6.2,9.5
6.7,9
9.6,12.3
12,16.1
8.1,14
7.1,12.7
8.1,17.7
10.1,18.3
8.9,13.9
13.5,27.1
9.4,15.1
17.5,11.5
19.2,10
5.4,10.8
8.3,8.2
9.9,6.9
14.3,6.8
11.1,10
13.9,16.9
21.6,22.3
6.5,21.3
9,24.5
9.3,18.6
11,12.5
10,33.7
8.9,26
9.7,20.7
11.4,17.2
7.1,14.8
7.7,14
11.6,12.8
20.6,12.5
7,14.8
6.5,12.9
6.2,14.4
6.1,12.4
9.5,10.8
7.1,9.4
7.1,7.2
7.7,7.9
7.7,9.2
7.9,12.5
6.6,15.5
7.5,14.5
6.6,9.6
6.8,9.6
9.7,7
16.6,6
7.6,6.7
12.7,22.2
8.2,39.5
7.6,26
8,12.7
6.8,19.9
7.3,8.6
8.9,7.8
5.8,8.3
6.7,7.7
6.7,7.9
8.2,7.8
8.1,7.3
6.2,18.1
7.8,18.4
6.6,27.6
7,42.2
5.6,31.3
6.3,22
8.3,16.8
25.2,27.6
6.5,27.4
8.1,37.6
6.7,44.2
11.4,57.2
11.7,46.2
6.2,21.6
7.7,29.2
5.6,49.1
5.3,32.8
5.3,29.5
8.8,31.8
11,35.4
11.7,48.1
7.5,31.8
6.2,19.6
7,15.2
10.6,14.6
13.1,32
13.4,35.2
11.1,12.5
12.4,11.3
11,20
9.9,29.4
9.8,29.7
10.7,15.7
8.2,15.4
7.2,16.2
9.5,17
5.3,21.1
5.4,22.7
5.4,14.1
6.3,9.5
34.6,8.2
6.4,13.2
8.1,21.4
6.6,37.8
5.7,28.3
10.6,12.2
6.1,13.7
10.8,39.6
7.8,32.6
5.8,16.3
9.6,11.1
7.1,15
8,30
4.7,43
4.4,37.8
6.1,20.9
7.6,18.5
7.8,12.8
6.5,10.1
6,9.4
7.7,16.4
6.7,14.2
4.7,9.8
5.8,9.4
6.5,9.4
6.1,9
5.9,10.5
7.6,16.1
5.3,25.3
6.6,29.1
6.7,54.9
6.5,46.7
5.3,49.9
6,43.4
8.7,27.4
7.4,17.8
7.8,17.1
11.4,13.1
6.4,14
6.6,10.3
22.2,18.1
10.1,17.7
17.5,9.4
11,13.9
7.9,13.9
5.8,11.5
22.6,10.9
11.8,14.1
8.8,15.8
5.7,10
15.1,27.1
11.7,42.7
3.6,25.5
4.9,28.5
3.5,68.1
3.8,64.7
9.8,54.4
3.2,36.3
4.9,32.4
2.3,70.7
5,55.9
5.4,48.9
4.5,47
2.5,61.8
3.7,61.7
6.6,39
8,47.6
5.9,35.2
5.3,42.1
5.5,69.6
4.3,39.6
5.1,40.1
4.3,36.3
5.7,22.8
5.5,20.9
3.6,22.9
3.6,20.9
5.4,19.1
13.9,28.1
5.5,25
7,17.2
5.2,17.1
7.3,18.6
5.7,14.2
3.4,17.1
4.4,19.9
4.8,23.6
4.8,19.2
4,21.2
3.6,24.6
4.1,25.2
3.3,21.6
4.3,16.8
3.5,17.2
6,36.7
5.1,25.6
3.6,26.5
5.4,22.4
4.6,13.9
5.4,15.6
5.4,15.5
4.2,17.1
5.1,14.7
5.4,13.7
4.8,18.2
4.8,18.3
5.1,15.1
7.1,17.8
5.7,16.1
5.8,12.3
5,11.7
8.1,17.8
8.1,16.3
7.3,12.3
7.1,14.9
7.3,12.5
5.4,11
8.9,20.4
6.6,17.7
4.8,11.2
8.6,12.1
8.2,14.7
7.6,25.9
5.9,31.1
4.8,15.3
4.8,13.7
4.6,13.4
4.5,11.6
4.9,11.9
5.5,10.8
8.2,10.6
5.8,10.6
4.6,10.8
4.3,8.7
5.3,7.5
4.4,9.3
4.9,12.2
5.8,17.4
6.4,28
8.1,11.3
7.7,13.9
4.6,19.4
3.9,19.2
4.6,16.7
8.6,25
9.4,29.6
16.8,16.7
6.4,27.4
7,35.4
10.5,26.4
11.1,20.1
12.3,16.2
8.8,17.1
7.4,9.4
7.3,8.6
12.6,21.5
9.8,31
6.6,20.3
54.8,15.7
6.2,24.4
9.1,20.9
7.1,16.7
9,14.9
8.6,14.5
9.2,13.4
10.8,11.7
8,50.6
5.5,40.6
6.1,18.6
8,26.5
8.5,25.8
8.2,15.9
12.2,8.5
15.1,13.7
10.3,18.4
10.6,19
11.2,23.8
9.9,28.3
6.9,21.8
6.6,7.9
4.5,7.7
4.6,7
7.1,10.4
10,10.5
6.1,8
6.3,11.6
10.7,22.8
9.6,24.5
9.4,13
5.9,11.9
9.3,36
4.1,40.4
4.3,32.3
7,21.9
5.6,26.3
10.1,19
6.8,14.2
7.3,13.5
5.2,7.4
13.1,6.9
12.9,16.8
3.3,32.4
3.6,60.1
3.6,44.8
5.4,34.5
14.9,10.3
8.2,11.8
6.8,28.8
13.6,18.3
16.1,16.9
11,26.3
12.9,14.3
8.1,7.5
7.4,10.5
7.5,11.9
7.2,41.1
9.8,38.7
8.5,28.8
8.3,24.4
6.4,9.9
8.8,9.8
7.4,14.4
9.7,17.5
8.2,12.3
7.7,12.5
14.1,13.2
6.5,12.8
6.6,8.9
8.8,6.2
10.5,7.3
9,7.9
7.1,6.6
11.3,26.2
10.1,31.6
9.2,31.1
